id,Text1,Text2,Class
154088,Two young girls in swimsuits and life jackets run down the beach towards some flying birds.,the two young girls want to scare away the birds,Neutral
499574,Woman outside of a shop with newspaper.,A man peels grapes for a desert.,Conflict
391477,People are going up towards a man in a white shirt.,People are running from a man wearing a white jacket.,Conflict
496095,A man in a blue shirt is stretching.,A man is stretching.,Duplicate
183132,"An orchestra made up of individuals of asian descent , with a man playing the cello forefront.",Band jamming in local nightclub,Conflict
532107,"A man performing a skateboard trick , with streetlights and traffic lights behind him.",a man is playing in the street,Neutral
182774,A little brown-haired girl is brushing the back of a brown-haired woman 's head.,A little brown-haired girl is brushing her mother 's hair.,Neutral
361334,"Two children , one in a tye dye shirt and one in a polo , are playing a game of checkers.",The tye dye shirt is winning the game.,Duplicate
457710,A man is slicing vegetables in a kitchen.,A man is making lunch,Neutral
236605,A group of young children in wheelchairs pull each other through a small village as they are photographed.,The young children are outside.,Duplicate
4143,"A guy is standing on an ice patch by the sea , looking through a telescope at sunset.",a man near the sea looks through a telescope,Neutral
141577,"A man wearing a blue shirt , a blue hat , and an apron is standing outside the Candy Cafe on a sunny day.",A man stands outside a new candy shop on a beautiful day.,Neutral
14004,"Little boy with orange shirt jumps off of small yellow foot stool , indoors.",the boy is ten years old,Neutral
393288,A woman wearing a blue jacket standing in front of a brown fence.,The woman is near the fence.,Duplicate
351210,"Two teenagers wearing potato sacks , walking in a parade.",Teenagers ride a float in the parade.,Conflict
500533,"A shirtless young man , standing under purple lighting , points to the sky with both hands while holding a microphone in one hand.",A man is holding a microphone.,Duplicate
54621,A group of people are standing together.,The people are waiting for the store to open.,Neutral
254248,Three people are harvesting grass from muddy water.,Workers are gathering plants.,Duplicate
60736,Three dogs in the snow.,Three dogs are outside.,Duplicate
276364,"Catcher on the ground , runner making base.",People are playing basketball.,Conflict
187262,A woman playing with her dog on a beach.,A woman playing fetch with her dog.,Neutral
145321,Several people sitting around a campfire at night.,The zombies are sitting around the campfire.,Conflict
145483,A woman on a horse wrangling a cow in a pen.,A farmer corrals her livestock.,Neutral
505426,A dancer on a stage is performing a move that involves her fellow dancers standing behind her and sticking out their arms so that it looks like she has multiple arms.,A dancer performs a move on stage.,Duplicate
504064,Two professional hockey players battling for the puck.,The hockey players do n't like each other.,Neutral
332936,The white dog is jumping over a fallen tree.,A dog is jumping.,Duplicate
178923,"People are walking on a brick tiled floor on the street , near some fast food restaurants and tall buildings.",a man lying on the street,Conflict
178176,A brunette woman taking a picture with a red umbrella.,A woman is holding a green umbrella.,Conflict
262247,Athletes wearing helmets and jackets displaying logos of multiple sponsors walk down a road with an audience lined up along the road.,A group of athletes are walking outside.,Duplicate
52322,Two little kids crawl up to a large statue outdoors.,the kids are outside,Duplicate
511632,"A guy with an orange , gray and bluejacket pulling a cart down a sidewalk in front of a mural on a building.",A woman pulling a cart down a sidewalk.,Conflict
6361,Three people are standing in the snow preparing an ice fishing boat.,A group of people are sun tanning on the beach.,Conflict
396979,A man is kneeling down with a child on a beach where bright blue and red boats are stationed in the background.,The man and child are at a marina getting ready for a boat ride.,Neutral
183656,A lady is sitting on a bench wearing sunglasses and holding a walking cane.,An old man sits on a bench with a walking cane.,Conflict
45890,Three young girls dance on the beach in the sand.,A group of people are swimming.,Conflict
257765,A man is bending down to look at something on the sidewalk.,A man leans down to look at a bug on the sidewalk.,Neutral
244208,Person with shovel walks through snowstorm in front of cafe.,Nobody is walking,Conflict
468324,A man in an orange shirt works in front of a display of food.,A man is in a blue car.,Conflict
309386,A person watches as a snowboarder does a fancy trick in the air.,A man is watching a soccer game..,Conflict
272745,A band wearing green and playing instruments in a parade.,A group of girls are singing in a parade.,Conflict
62571,A man a woman sitting inside a vehicle.,Two people are sitting in a vehicle.,Duplicate
455885,"A happy girl looks into a unique , brown tea kettle.",A smiling girl looking into a kettle.,Neutral
435013,"Two kids , one boy and one girl and in the girls bedroom with dolls playing ` tea party '.",Two kids play together and have a tea party in the girl 's room.,Neutral
463030,The Rockettes perform in the street in front of Radio City Music Hall in New York City.,a show in front of radio city music hall,Duplicate
56049,A person in a green and white jacket and green pants is practicing on his snowboard.,A person practices on his snowboard for an upcoming event.,Neutral
117207,Two men and a dog are standing among rolling green hills.,The men are farmers.,Neutral
228614,A worker sleeping outside in a chair during the daytime.,A man runs around a chair.,Conflict
404000,"A man , a woman and a little girl stand on the beach by the water 's edge dressed in formal attire suitable for a wedding.",Some people are on a beach all dressed up in nice clothes.,Duplicate
295256,A man and woman walk up a sidewalk away from the water.,The people are dating.,Neutral
238326,A woman using her cellphone on a sidewalk with three people talking amongst themselves in the background.,a woman uses her phone,Duplicate
206161,A brown and white dog plays with a ball in the dirt.,Dogs play with a ball in the dirt.,Duplicate
244360,"A lot of people are sitting at tables , watching TV screens.",There are people who are using technology.,Duplicate
192182,A black dog and a brown dog are running towards camera.,There are two dogs.,Duplicate
471220,Several African women sit in front of a hut.,The hut is small.,Neutral
21398,three people standing in front of what looks like a cement railing.,The group waits on the balcony.,Neutral
50984,Blond woman in black cycling outfit and bicycle helmet getting on a ten speed bike.,A woman racing in a event.,Neutral
25774,A boy does a flip on the beach.,The child is on summer vacation in Mexico,Neutral
302647,A small boy in a blue shirt is walking down the street.,A small boy is walking down the street to get home.,Neutral
100930,Young men are working in the woods.,Men are sleeping in their cars.,Conflict
519257,A brown dog drinks from a body of water.,An animal drinking water.,Duplicate
191442,"Two men , a woman , and two young boys stand in front of a large gathering of people outside a building.","Two men , a woman , and two young boys stand in front of a large gathering of people outside a building on Monday afternoon.",Neutral
132214,It seems to be an asian subway station with few people and signs in a foreign writing on the wall.,The subway station is in Japan.,Neutral
174903,A boy does a skateboard trick.,the boy is sleeping.,Conflict
152716,A person is walking through the snow on a cold day.,A person walking,Duplicate
430217,A woman with a shawl on her head is standing in front of a supermarket observing the items out front.,A woman wearing a shawl on her head admires the cucumbers outside a supermarket.,Neutral
21355,A topless person with a backpack is shown against on a pile of rocks with a cloudy background.,A man in a tuxedo is having his picture taken.,Conflict
328086,A young girl with paint on her hands and her face paints a picture.,A girl is using paint.,Duplicate
133305,Military personnel patrol an area.,Soldiers are playing video games in a tent.,Conflict
254413,A boy makes a jumping dive toward another boy with a soccer ball near.,The boys are near a soccer ball.,Duplicate
248043,"A man is sitting in a chair with his foot propped up on a cabinet , talking into a microphone.",The man is doing play-by-play commentary for a basketball game.,Neutral
166078,A person wearing pink pants and a white parka at a snow park.,A person is wearing pink pants,Duplicate
471288,A dog trotting through someone 's yard.,A dog walking,Duplicate
53326,Four girls in pink and white all in the same pose.,Four girls in pink and white are in the same pose.,Duplicate
365445,A man is shaving while sitting on the beach in front of the ocean.,The man is shaving in the luxury bathroom at the 5 star hotel.,Conflict
57253,a boy wears a wrestling mask and carries bags of bread.,There is a boy wearing a cowboy hat.,Conflict
463900,An employee is handing a woman a bag while she is browsing through fish on ice at a street market.,A woman in the mall is ordering an ice cream cone.,Conflict
433877,"young people outside , sitting on the pavement , talking.",People talking on the pavement.,Duplicate
416580,"A skier poses on the side of the snowy slope of a mountain , located besides a crystal blue lake.",A skier is posing in a nice looking location.,Duplicate
281241,A family enjoying a day at the beach.,People at the mall,Conflict
425900,Two woman with headdress talking in the foreground with two men in a different kind of headdress in the background.,Two woman with headdress are happily talking.,Neutral
323267,A shirtless man wearing blue jean shorts is leaning against a black pole.,the man has no shirt,Duplicate
187183,Two groups are canoeing on a river overlooking a mountain.,Several people boat down a river.,Duplicate
14577,a girl jumps off of a raft.,The girl is jumping off a sinking raft.,Neutral
303432,A woman in shorts and a white top is taking a picture with a digital camera as a young man watches.,A man takes a photo of the ocean.,Conflict
345941,the man is pedaling the tiny bike down the steps.,He moves quickly to the bottom,Duplicate
398411,A brown dog jumps as he looks at a soccer ball.,The dog doesnt move at the sight of the ball,Conflict
408950,A young blond boy is climbing up a rock face.,the boy is outdoors,Neutral
49876,Two children play in water falling from a mosaic covered spout.,Two kids swim in a fountain.,Neutral
368461,An construction worker in a lime-green safety vest and orange hard hat is looking closely at something held in his hands.,A construction worker is looking at something.,Duplicate
521074,A young man is skateboarding on a boardwalk while the sun sets behind him.,A man is skateboarding.,Duplicate
483514,A person in a red shirt and helmet is going to ride a bike inside of a cage ball.,A woman in the nude is going to ride a scooter.,Conflict
41988,Children and adults splash in an outdoor fountain.,A group of people hanging out at the mall,Conflict
341990,A man with a blue baseball cap on is sleeping against a rock.,The man is tired from working.,Neutral
122341,A woman relaxes with her bike on a red blanket in a field of green grass and trees.,A woman sits on a blanket in the field.,Duplicate
11760,"One man is jumping into the water , while the other is watching.",Two girls are jumping in the water,Conflict
180874,A white and tan dog is running on a beach.,The pet is outside.,Duplicate
242241,"Wet with water dripping from overhead , a man wipes some from his eyes as he is beat over the head with a club.",A man beaing beat over the head outside while water drips on him.,Duplicate
513400,Bearded man with glasses playing on a guitar.,A bearded man is playing in a band.,Neutral
327050,A small barefoot boy standing on a circular flat decorative stone in the midst of a pebbled area that is part of a patio in a garden area.,The boy is inside.,Conflict
444770,A young couple kissing by a bike rake.,There are people showing affection.,Duplicate
529579,An old black man sitting in front of a white and blue shack.,A man is selecting ripe bananas in a crowded market.,Conflict
281069,A group of people are carrying flags.,People are in a parade.,Neutral
9173,Two modern buildings made of glass and stone accent the setting.,Two modern buildings are on fire.,Conflict
412209,A cooking staff working and preparing a meal.,janitors mop the floor,Conflict
234854,a woman with a pink bag is sitting on a stone ledge with a basket The stone ledge is very cold.,a woman with a pink bag is sitting on a stone ledge with a basket The woman is outdoors,Neutral
214408,A girl jumping on a sand dune at the ocean.,The girl is swimming,Conflict
339121,A man in a yellow shirt and light colored pants sits next to a woman wearing a light colored hat in front of a camper while a young boy in a yellow shirt and jeans tosses rocks.,Two women sit in the van while their son is sitting outside,Conflict
164325,A white man on a phone sits at a very messy desk.,A man is listening to music on the radio.,Conflict
221129,"The man is standing next to a dog , while the dog jumps in the air.",The men is standing next to the dog while the dog is jumping.,Neutral
172285,A barefooted woman in a white tank and blue shorts puts her feet in the water spray.,The man puts his foot in the alligators mouth.,Conflict
381495,A girl wearing a white and green soccer uniform heads the ball as a member of the opposing team runs next to her.,A hockey player passes the puck to a teammate.,Conflict
95997,An empty alleyway with blocked off windows.,It is dangerous to be in the alleyway.,Neutral
312970,A brown dog is biting a black dog.,A dog is hurting another dog.,Neutral
388135,A boy on a baseball field dusts off his plate.,The boy is doing work,Duplicate
191716,A hockey played wearing a black jersey is surrounded by hockey players with white jerseys.,Nobody is in the room gathering.,Conflict
330030,A man wades in the water and watches a waterfall.,a man wades in lava,Conflict
244202,Two little girls are standing in front of a gate.,Two girls are sking.,Conflict
209775,Two musicians in black playing a saxophone and trumpet around pine trees.,Musicians play instruments at the park.,Neutral
82975,"A blond girl wearing a black jacket , black gloves , and jeans is walking down the sidewalk.",The girl is wearing outerwear.,Duplicate
29499,4 women laughing at a table with food on it while sitting on an orange seat The women are friends..,4 women laughing at a table with food on it while sitting on an orange seat Sullen children standing in an empty doorway.,Neutral
432251,Two women are walking near a bicycle through the city.,There are women in the city.,Duplicate
211928,Woman walks in front of building carrying purse close.,The woman is walking into the building.,Neutral
173475,A person is riding in a boat on a lake.,A man is in a boat.,Neutral
209651,Four performers are on stage interacting with the audience.,Four people are on stage.,Duplicate
210941,A man in a white shirt enjoys a game of golf.,A man plays golf.,Duplicate
13156,Ballroom dancers in the midst of a dance.,Ballroom dancers are performing.,Neutral
21097,A young man sitting and eating next to a little girl sitting and reading.,A group of people are near a van,Conflict
211475,"One kid by the pool with him holding a skimmer , which is inside the pool.",The pool is empty of water.,Conflict
308441,A man sits on a blue bench and leans against a wood pole.,A man sits on a blue bench.,Duplicate
530438,Three men in orange construction vests are working in a building.,Olympic athletes are working.,Conflict
220964,"A skateboarder does a trick in the air , another watches and so does a crowd.",A crowd watches a skateboarder perform a trick in the air.,Duplicate
23115,A mother and her baby are at a park with both of them touching a part of an apparatus.,two humans in a park,Duplicate
325135,"A woman wearing a blue shirt , jeans and red converse sneakers takes a photograph.",A woman takes a photo.,Duplicate
235322,A motocross rider wearing orange gear is turing a corner on the course.,A motocross rider leaps through the air and becomes separated from his bike.,Conflict
147336,A young man bicycles towards the camera and away from beautiful mountains on a clear day.,a woman bicycles to the forest,Conflict
269836,"2 men , one in orange raincoat and hard hat and holding a yellow pole , other man in jeans and t-shirt , both looking at caution cone.",two women look at a caution cone,Conflict
446457,A woman opens her eyes wide and sticks her tongue out as she holds a camera to take a picture.,Woman takes picture of herself with friends,Neutral
466551,a group of women holding black umbrellas.,Women are mourning at a funeral in the rain.,Neutral
227864,A baby in a polka dot bib is not happy eating his soup.,the baby is happy eating soup,Conflict
404906,A woman in a fiery red dress and a man in a suit dance seductively together.,The man in a dress and the woman in a suit are naked.,Conflict
167757,Guy breakdancing on brick floor in front of students ' union.,A man is dancing on cardboard on top of the brick floor.,Neutral
467089,A man is taking photographs of a large garden of white and orange tulips.,A photographer takes pictures of tulips.,Duplicate
522719,"The words `` Look Right '' with an arrow painted on a city street , with a female in the foreground.",A female stands in front of a street with the words look right painted on it.,Duplicate
341787,A brown dog is playing ball in a yard.,The dog is outside.,Duplicate
256882,These people are having a good time.,Six people are having fun.,Neutral
410919,A bride and groom look out the window while seated inside of a car.,A bride and groom inside a car.,Duplicate
246353,A rider on a dirt bike is doing a maneuver in midair over a dirt mound.,The rider is on ice.,Conflict
274640,2 boys in the foreground in a karate competition and coaches in background looking on with another coach sitting at table.,The came together to beat Chuck Norris down.,Conflict
441931,A guy kayaking through wavy water.,A man is enjoying his water sports,Neutral
200595,several men standing near a black concrete wall.,The men are playing football.,Conflict
402493,A woman is eating something in public.,A woman is drinking in public.,Conflict
151136,two men wearing black in a city The two men are dressed for work in the city..,two men wearing black in a city The men are taking a walk,Neutral
39761,A man walking with a briefcase and a hat with an orange sash around his back.,A man is sitting on a bench.,Conflict
459822,A young brunette wearing purple and black floral stretch pants is attaching her bike to a finch.,A girl is attaching her bike to a finch.,Duplicate
352939,A man in a bathing suit jumping off a high up rock into stream.,A woman on the beach opening an umbrella.,Conflict
437190,Two girls are playing softball.,Girls play basketball.,Conflict
382385,"In a crowd , two other people finger the fringe of a knit garment hanging on a woman 's shoulder.",Two people play with the fringe of a ladies shawl.,Neutral
104265,A little dog struggles with a man holding a slipper.,A little dog and man play tug of war,Duplicate
56114,The crowd along the city street is watch performers with long wood poles.,A crowd watches entertainers.,Duplicate
512015,"A man playing baseball , throwing the ball.",A man throws a ball.,Duplicate
245015,"Two men stand beside a building , digging near the foundation.",Two men are using shovels to dig.,Neutral
353685,Two people standing near the edge of a waterfall with mist rising from it.,Two people snack while watching a waterfall.,Neutral
383251,A little boy in black pants is playing with a white balloon.,The boy got his balloon from a party.,Neutral
40300,A medium sized brown dog is running through an open white wooded area.,A dog runs around outside.,Duplicate
10062,A man and two small children laying on a tiled floor.,A man and his children talk about what they want to be when they grow up while laying down on the floor.,Neutral
368803,An older man is standing outside a shop.,The man is entering a hospital.,Conflict
89415,Two young blond women stand in a plaza sharing a mass of white cotton candy while pedestrians pass by all around them.,Two women are eating inside a mall.,Duplicate
339799,A man standing and holding a blue snowboard.,The man is standing and holding something.,Duplicate
180625,A baby is holding a plastic bag with butterfly designs.,The baby is holding a stuffed bear.,Conflict
263845,Two men with glasses and large mustaches with British flags in the background.,Two men are wearing colored glasses.,Neutral
60075,A street performer does his act as a crowd looks on.,A performer does his act in front of a crowd.,Duplicate
476575,a blond-haired man with glasses and a blank tank top is sitting next to another man with glasses and headphones while sitting on a train.,Some men are riding on the Orient Express.,Neutral
200457,Three children playing on a floor with toys.,A group of kids are running outside.,Conflict
368388,man in blue shirt smoking A young woman files her nails..,man in blue shirt smoking A man puffs on a cigarette.,Conflict
37714,A dark brown dog wearing a yellow harness is jumping over a hurdle in an agility competition.,an animal wearing a harness jumps over a hurdle,Neutral
408042,A black dog pulling a green rope.,The dog is playing tug-a-war with the rope..,Neutral
154316,A small child stands in front of short white table.,A child is looking at their meal.,Neutral
151756,A woman in a blue jacket and orange scarf is holding up a book while where other people are gathers.,She wrote the book.,Neutral
118712,Two pilots are standing and talking in front of a British Airways airplane.,Two pilates are outside.,Duplicate
355559,A man in a black coat carrying a blue basket standing in front of a fish service inside of a grocery store.,A man waits for the fishmonger to notice him so he can order.,Neutral
96210,A blond man has a tube to his mouth in front of the toilets.,A dark haired man is leaning over the toilets,Conflict
510810,The two boys are playing in wet sand.,The boys are playing in the dry sand.,Conflict
31654,"Three hikers , all wearing sunglasses , standing in the woods.",people are in the woods,Duplicate
132813,A young female student performing a downward kick to break a board held by her Karate instructor.,A young woman watches television.,Conflict
378003,A man wearing green in a recording studio.,The man is standing outside.,Conflict
341387,A group watches a man as he gives a presentation.,The people are looking at a man.,Duplicate
470818,Commuters rush to get on the late train.,There are people at the train station.,Duplicate
393321,A red-haired woman carries a baby on her chest in a carrier.,A woman carries a puppy on her chest.,Conflict
167455,the little girl with the green necklace is running away from the net.,A boy laying on the ground.,Conflict
269867,two men outside one working with a pole in hand.,two men outside hunting whales.,Conflict
333049,Three young dark-skinned men sit on stacked fruit and smile at camera.,The men are near apples.,Neutral
187609,These women are playing a beach volleyball game as part of the Summer Olympics in 2012 which took place in London.,Men are playing beach volleyball.,Conflict
480861,A woman wearing a white glove peers over the crowd.,Woman looking over a crowd,Duplicate
416996,"A woman in a bikini looks at the camera and smiles while lying in a shallow pool of water , with several beach umbrellas and the ocean in the background.",The woman is wearing a black dress at the beach.,Conflict
14464,An older woman dressed in the garments of an African tribe has her right hand in a cracked brown pot and holds her left hand over another brown pot.,The woman is in Africa.,Neutral
250163,A woman with a pink dress and a man with black clothes are getting married.,A woman is on a plane going to Italy.,Conflict
33828,A man in a doctors coat emerges from a building.,A man in a doctors coat emerges from a school bus.,Conflict
21529,Two boys dressed up at a school.,The boys are wearing a school uniform.,Neutral
74528,A lady is taking care of her child.,There is a lady and a child.,Duplicate
66548,Two man are involved in a wrestling match.,Two wrestlers are wrestling at a match.,Duplicate
83029,The man in the blue looks very tired.,Nobody looks tired.,Conflict
236283,A boy hanging upside down on a ladder next to another boy climbing a knotted rope.,A boys hangs from a ladder.,Duplicate
401892,A family gathered for a picture.,A family hates getting their picture taken.,Neutral
100946,"A lady wearing a blue hat , blue shirt , yellow shorts painting the scene at a beach.",The lady is holding a black paintbrush.,Neutral
456421,A man in a scuba suit holds a box.,A woman holds a box.,Conflict
282217,A country crowd at a festival.,A crowd throws beer bottles at an old stone building.,Conflict
194971,Two children play in the snow with a sled.,Two children going down a hill in a sled.,Neutral
460082,A woman in jeans and a red coat and carrying a multicolored handbag spreads put her arms while leaping up from a cobblestone street.,The women is in mid-air as the picture was taken.,Neutral
39329,Four children huddle under a blanket.,Four children are all under the same blanket.,Duplicate
110615,A BMXer is getting high air off this ramp in the forest.,A Bike rider bikes down the boardwalk.,Conflict
108643,"The young boy looks straight into the camera while he floats along in a shallow canoe with a young boy sitting behind him , rowing.",There is a girl sitting in the canoe.,Conflict
80757,A man in a black jacket with a hood is cleaning the windows of a building while being suspended over the city.,The windowasher gets to work high above the city,Duplicate
422374,A shirtless man with a hat works amid metal objects.,A shirtless man performs essential maintenance.,Neutral
230456,A girl with long dark hair and a ring on is hugging a man with sunglasses on.,a girl hugs her grandpa,Neutral
439566,"Man sitting in yellow car in the sun , wiping forehead.",A man is outside,Duplicate
417133,A couple viewing a large painting hung on a red wall.,The couple is looking at a painting.,Duplicate
133700,People ride in a cart being pulled by a donkey.,People ride in a van down the street.,Conflict
532001,A girl in a white and pink sweater is looking up through tree branches.,Nobody is looking.,Conflict
121850,Man and young boy singing together using microphones.,Two people playing in an orchestra.,Conflict
130557,"An older man in khakis sits in a small , donkey-drawn open carriage.","An older man in khakis sits in a small , donkey-drawn open carriage as he goes on a date",Neutral
458672,Man and women standing in front of a stream in a wooded area.,Men and women standing on a beach.,Conflict
252666,"A man on a brown horse is preparing to lasso a bull , while another man on a white horse corrals the bull.",Two men are trying to round bulls up.,Duplicate
377106,Two men in white hard hats are standing beside a graffiti-covered wall.,Two firefighters standing next or wall,Neutral
56866,Two people with flotation devices are leaping into water.,two people learning swimming,Neutral
522895,Two young men are playing a board game with tiles and colorful pieces.,Two young men are playing a game,Duplicate
367325,A gentleman walking in the street.,A man is walking outside.,Duplicate
154122,Two people in helmets sitting in an orange car.,Two people are preparing for a race.,Neutral
20932,A group of people wearing red hold up purple balloons with numbers and symbols on them.,People are holding up bouquets of red and green balloons.,Conflict
418182,A man in protective gear is on a dirt bike using one foot for acceleration and the other foot off the pedal to make a turn.,A man is on a dirt bike getting ready to make a turn.,Duplicate
321461,Two construction workers are digging up pavement on a road.,Two construction workers are sitting.,Conflict
283073,A child on a fake horse ride.,A child is riding a tiger.,Conflict
11666,"A thin girl , with her eyes closed and her hands touching her head , is wearing a colorful bikini bottom and a red top as she stands beneath a briskly-flowing stream of water coming down from a wet cliff beside her.",Everybody has eyes opened.,Conflict
208069,A man in a neon green weight vest and green and whiteboard shorts snorkels in a tropical reef.,A man in white and green is swimming outside.,Duplicate
105899,A man and a little boy beating drums.,A man is teaching the boy to play drums.,Neutral
533849,A group of men gather on the stairs for a photo-op.,The men are flying a kite,Conflict
79249,2 men are riding a bull while a crowd of people watch Men are riding a cow..,"Surrounded by cowboys perched on the metal fencing , a young man is nearly falling off the Angus bull in the bull-riding contest.",Neutral
365718,An old man standing in front of rolling security doors filled with graffiti.,a man stands in front of security doors,Duplicate
19337,A man carrying a ladder rides his bike on the street.,the man has good balance,Neutral
489203,A young Asian girl is holding a baby and standing next to a bicycle.,There are people standing by a bicycle,Duplicate
230975,"A yellow construction vehicle is posed near two buildings , its arm engaged with a pile of rubble.",The construction vehicle is posed near 5 buildings.,Conflict
333308,"One girl is standing on the street , and the other is crouching looking at something on the ground.",Two girls are on their feet outside.,Duplicate
86186,"A painter , wearing white shirt and white overalls , stands on a ladder and paints the pillar of a building white.",The painter is painting the pillar of a church.,Neutral
384978,a bicyclist jumping a trick on a bike A bicyclist is in a competition on a bike..,Group of African American boys resting under the shade of a tree.,Neutral
383550,A crowd is gathered around a fountain at the harbor.,There is no one at the fountain at the harbor.,Conflict
238690,"A group of six adult hikers gather on a dirt road in front of a few trees in the afternoon while their leader stands in the foreground in a green jacket , pointing at something just ahead.",A group of six hikers is standing near a few trees in the afternoon resting before they start the ascent upon Mount Kilimanjaro.,Neutral
334834,A crowd cheering with excitement.,the crowd is happy,Neutral
392675,Three people walk through the woods with their small black dog.,People are walking an animals through the woods.,Duplicate
71593,Two dancers on stage in a club.,Two dancers perform on stage.,Neutral
333559,People are holding various types of drumsticks above different kinds of drums.,There are several people near the drums.,Duplicate
27820,A woman with a flannel jacket and black purse standing on the sidewalk.,A woman waits for the bus.,Neutral
290868,"Two woman are playing instruments ; one a clarinet , the other a violin.",Some people are playing a tune.,Duplicate
56417,A little boy and girl riding their bikes down the sidewalk with training wheels on.,Two kids ride their unicycle.,Conflict
325442,People are standing near a tent with groceries.,People stand under a tent while looking at groceries.,Duplicate
13788,A woman in a green hard hat is standing at the bottom of a small staircase with her purse in one hand.,This woman 's head is covered.,Duplicate
186528,A woman fixing her drink with a man talking with his hands.,the man sips milk at the bar,Conflict
215273,A lady in taken top licking chocolate pudding.,A female is licking chocolate pudding off of a spoon,Neutral
419693,"A woman calling her date , whom appears to be late.",The woman is making a phone call.,Duplicate
23344,What a beautiful scene here and the man enjoys it by sitting on the bunch.,the man is enjoying the beautiful scene,Duplicate
183826,"Two men standing outside a fence drinking beer , the man in the green shirt has a can of beer and the man in the white and green shirt has a bottle of beer.",Beer is nearby.,Neutral
215796,A wrecked ambulance is being towed.,There is a vehicle that is being towed.,Duplicate
427037,A young man and young woman walk toward the camera while two young men walk away from the camera in a small town near a shop called Hello Berlin.,A young man and young woman walk toward the camera while two young men walk away from the camera,Duplicate
45503,Several workers are building bleachers near a very large building.,The small building was never getting a renovation.,Conflict
233613,A man makes a video while another watches.,two people making a video.,Duplicate
327432,A large crowd of people are jogging outside in the street.,A walrus attacks three kids and eats them.,Conflict
286245,Two women in print dresses are walking together.,Women are wearing dresses.,Duplicate
488535,A person biking down a city street as the sun goes down.,Someone bicycles home,Neutral
392025,A man is playing the Saxophone in a garden.,A man is playing an instrument outdoors.,Duplicate
4524,A woman plays a synthesizer in a dark room.,The curtains are drawn closed.,Neutral
278292,A woman is sitting in front of a machine.,The woman is sitting.,Duplicate
312163,A young boy in overalls is sleeping while holding a brown stuffed animal.,the boy is naked,Conflict
23975,Three girls in gymnastics tip toeing on the balance beam.,Three girls are on a balance beam.,Duplicate
88484,"Six men , five in blue shirts and one in white , wash a red , four door car.",people wash car,Duplicate
383660,four rockers posing on a tree stump.,Seven business men are on a picnic table.,Conflict
32318,Four children are having a pillow fight.,Four children are holding pillows.,Duplicate
250223,A man sweeps outside while carrying a baby on his back in a holder.,The baby is crawling on the ground.,Conflict
13405,"A young boy wearing over-sized blue tank top and shorts , and a red and blue cap , is looking through the viewfinder on a camera placed on a tripod.",A young adult is watching tv.,Conflict
269590,"Two boys are standing in the middle of the street , the one with black shorts is standing back clapping his hands together while the other on in gray is running forward.",There are no male people outside.,Conflict
164648,Two men trying to fold a towel.,Two men are wearing towels.,Conflict
185478,A brown dog jumping over a obstacle.,The dog is sitting,Conflict
101850,"A man and a woman sit on a beach , far from the water.",A couple is celebrating their anniversary on the beach.,Neutral
513885,A religious man in a robe is sitting in contemplation.,A man wearing a robe looks to be very religious,Duplicate
528877,Children walking hand in hand while participating in a festive and costumed town event.,Children get their faces painted.,Conflict
41227,A man in a light brown jacket is walking past a newsstand near snow-covered trees.,A man is walking outside.,Duplicate
398433,A man in a black shirt staring into the distance.,The woman is staring into the man 's eyes.,Conflict
269902,"In what appears to be a college dormitory , a group of students are sitting on the steps ; some are using technology and others are just relaxing and socializing.",A group of students are using technology and socializing.,Duplicate
24604,A man in black jacket and beige pants is in an ATM machine while another guy with a hat sits from a distance.,The man choose waiting to take all of his money out of the ATM,Neutral
159612,A woman with blond-hair is walking down a street.,A woman is getting her hair cut by a stranger.,Conflict
3102,Two people climbing a snowy mountain.,Three men are climbing a snowy mountain.,Conflict
240892,A cat sitting beside someone wearing pink sandals.,The cat is sitting next to a dog.,Conflict
322405,Brown and white dog runs through brush.,The dog is sitting,Conflict
282832,A classic propeller-driven airplane flies in the distance as two men play with a remote-controlled toy airplane in a field in the foreground.,Two men are playing with a toy airplane.,Duplicate
456342,A child in a red jacket and striped hat runs down a sidewalk next to a short wall.,An old man is sitting on a couch.,Conflict
142358,A man reading a newspaper is leaning up against a purple wall with graffiti.,A man is reading a paper,Duplicate
61570,A pink and white umbrella conceals the torso and head of a girl standing near a shop window.,The girl in the window is wearing a rain coat.,Neutral
377798,A large group of Muslim people vising some old ruins.,People are looking at the ruins.,Duplicate
87865,The water is very clear.,The water is muddy,Conflict
88062,Man in a black shirt walking down a large set of stairs.,A guy in a black t-shirt walks down the stairs at his house.,Neutral
385175,Warehouse workers standing near a loader.,Workers are sitting down,Conflict
266164,Boy playing on the grass with an orange ball.,The girl was playing with the ball.,Conflict
384390,"A man grasping the chain marking a roped-off area watches closely as a dancer wearing a pink tutu and red boxing gloves performs on a street in front of a hotel , with a crowd of other spectators and a crossing guard in the background.",The man has jumped the chain to join the woman dancing.,Conflict
52345,There is a tribe of people standing in their village with grass huts and mountains in the background.,Humans standing,Duplicate
190445,A girl speaks through a tube in the park.,A girl is at the mall shopping..,Conflict
334880,Cars are parked in a city parking lot and people are walking around.,The police siren went off.,Conflict
372980,"One black female and one white female plus three white males , all wearing forms of black , in front of a concrete stair structure with other people sitting on the stairs.",Some wear black shirts.,Neutral
362259,A woman trying to create an ice scripture.,A woman like scripture.,Neutral
