id,Text1,Text2,Class
9155,A young blond girl is climbing up a rock.,A young girl is hiking and climbing with her Dad,Neutral
9156,A young man is pointing to his basketball.,The man likes playing basketball.,Duplicate
9157,"Men wearing aprons , hats and sunglasses are grilling.",Some men are outdoors.,Duplicate
9158,A man rides his bike through the woods.,A guy rides his transportation throught the thicket.,Duplicate
9159,The man climbing the rock is wearing a blue helmet.,A man is wearing head protection.,Duplicate
9160,A woman on a surfboard in front of a wave of green water.,Woman skateboarding.,Conflict
9161,Soccer players converse as spectators look on.,The people are watching a band play,Conflict
9162,There are many people walking at Times Square in New York near a building with a Lion King poster in the window.,There are many people walking at Times Square.,Duplicate
9163,Three man in hi viz jackets are pulling attempting to pull a trapped four wheel drive car from a ditch.,Three men are drying to pull a Subaru out of a ditch along a mountain road.,Neutral
9164,The young child in green pants is playing in the sand.,a older man is playing in the sand,Conflict
9165,An Amish woman in purple is attached a buggy to a horse.,An amish lady is attaching a horse to a buggy.,Duplicate
9166,An older woman sits at a table wearing a purple blazer awaits her dish of pasta.,The woman is at a restaurant.,Neutral
9167,A janitor keeping the floors clean and shiny enough to see your reflection.,The janitor does n't clean the floors at all.,Conflict
9168,A football team stands on the field with a referee as fans in bright yellow attire stand idly by waiting for a response.,The players are anxiously jumping and talking,Neutral
9169,An Asian woman walks across a bridge wearing a surgical mask.,A male walk across a bridge.,Conflict
9170,Women compete in a game of roller derby.,Men are racing go karts.,Conflict
9171,The mother bird looks over her babies.,the bird looks her kids,Duplicate
9172,A girl standing on the beach is holding up a dead octopus.,A girl is at the beach.,Duplicate
9173,A group of people in a bicycle race.,The group is a mix of men and women.,Neutral
9174,A child wearing pink soled sneakers is climbing headfirst through a window.,someone climbing through a window,Duplicate
9175,Two young woman and one man stand near an outdoor concession stand.,Three people are planning to purchase something from a concession stand.,Neutral
9176,A large tan dog runs after a small tan dog on a grassy yard.,"The small dog was bothering the large dog , leading to a chase.",Neutral
9177,A child is observing a chicken in a cage.,The child is at the zoo.,Neutral
9178,Elderly men visit at a pizza shop.,men are indoors,Duplicate
9179,a man in a black shirt sitting at a restaurant table texting.,A man sits at a table.,Duplicate
9180,"Man with black hat , holding microphone next to girl with red-hair looking at a book.",The man is speaking to the girl with the book.,Neutral
9181,Three people in coats walking along a snow strewn trail on a mountain.,one man walked alone by the mountain,Conflict
9182,A group of indian women sit by a riverbank while partially submerged in the water.,A group of indian boys sit by the riverbank.,Conflict
9183,Three men are talking in front of old stairs on the street.,Three men playing football.,Conflict
9184,an alleyway with two city workers talking.,A couple people discuss something in a narrow street.,Duplicate
9185,A man is standing in the sand throwing a beanbag into a hole.,A man throws a beanbag into a basket.,Neutral
9186,Woman in a black dress walking on the street.,A woman in a black dress on the street is walking to the store.,Neutral
9187,Two dogs paying attention to each other.,Two dogs are about to fight.,Neutral
9188,A woman wearing a green scarf on the beach kicks her leg up while a blond small dog stands behind her.,woman on beach with dog,Duplicate
9189,a tan dog jogging with his tongue hanging out the mice are eating cheese.,a tan dog jogging with his tongue hanging out the dog is outdoors,Conflict
9190,A man in an orange hat jumping.,an inmate jumps up and down in excitement,Neutral
9191,A man with a tennis racket in a field.,The man is in the field.,Duplicate
9192,A man in an orange shit has 2 poodles on leashes.,A man with two cats.,Conflict
9193,A man is swimming with a little boy who is wearing a life jacket.,"A little boy is drowning in a pond , because he did not wear a life jacket.",Conflict
9194,A man in yellow grimaces.,A man is frowning at a poor joke.,Neutral
9195,"A group of people standing outside next to a tree and some chairs , there are cars and more trees in the background.",A group of people sit inside a car.,Conflict
9196,Three people walk past a tourist attraction behind a wrought iron fence.,There are 2 people walking.,Conflict
9197,a carnival with rides and people.,there is a group of people waiting for the carnival rides.,Duplicate
9198,The dog is running in the grass next to the water.,The dog is outside.,Duplicate
9199,A woman wearing a red shirt and a man wearing a black shirt are dancing in the street.,A woman and a man pass each other on the trail path.,Conflict
9200,Three children are playing at the beach.,Childrens are lying at the beach,Conflict
9201,A man in pink on a subway.,A man on a subway who is late for work.,Neutral
9202,A group of school kids in uniform sit outdoors on grassy hill and have lunch.,The kids are running up a hill.,Conflict
9203,Martial arts students sit on the floor or stand in the background while watching a matchup between two people.,There is an all out brawl with several participants.,Conflict
9204,A man in a red shirt is interacting with a woman holding a shopping bag.,A woman holds her parcels as she talks with a man.,Duplicate
9205,A woman pushing a stroller and walking with her children in the park.,A single mother is walking with her children in a park.,Neutral
9206,The room is carpeted.,The mole hair carpet feels soft.,Neutral
9207,A hockey player in white tries to steal the puck from another player in red.,The hockey players are on the same team.,Conflict
9208,"A group of Indian women are in a factory making clothes , sitting in front of old fashioned sewing machines.",Workers are making designer clothes inside a sweatshop.,Neutral
9209,A group of men are working on the docks.,The men are at the mall.,Conflict
9210,Girl running through the water near the shore.,A girl walks on the sand.,Conflict
9211,a litttle baby plays with her teddy bear.,A baby writes a book,Conflict
9212,Construction workers putting up a building together.,Construction workers are building a skyscraper.,Neutral
9213,Man showing a child how to bake in a kitchen.,girl swims in lake,Conflict
9214,Old guy playing game on the street.,The old man playing,Neutral
9215,A cowboy is falling off a horse at a rodeo.,A man is falling off his bike at the park.,Conflict
9216,A woman in a blue top is sitting on a bus.,A woman going to work.,Neutral
9217,Three men are standing around a barrel.,There is a jumbo jet in the barrel,Conflict
9218,A little boy is looking at a toy train.,A little boy has just received a toy train for Christmas.,Neutral
9219,Three men are standing next to each other wearing turbans with one person 's arm on the other 's shoulder.,Three Indian men are standing next to each other wearing turbans with one person 's arm on the other 's shoulder.,Neutral
9220,Three people walk in front of a hotel.,The hotel is underwater.,Conflict
9221,A man in a yellow and orange outfit watching a group of men playing chess.,There are no people outside.,Conflict
9222,A girl is dressed up in a red devil outfit.,A girl is wearing a ballet dress at a party.,Conflict
9223,Square dancers decked out in green and white square-dance attire circle around on a tiled patio with arches and palm trees in the background.,a group of square dancers are on the patio waiting for their friend,Neutral
9224,Two women race their bicycles on a sunny day.,The women are taking part in a triathlon.,Neutral
9225,A girl dressed as a devil stands in front of a lighted object on a city street.,A girl is dressed as the devil.,Duplicate
9226,a group of people on a medal walkway There is a group.,a group of people on a medal walkway They are on a grass walkway,Duplicate
9227,Two women are walking down the street while talking on their phones.,A couple men walk down the freeway while on their phones.,Conflict
9228,An old man is painting a picture.,An old man paints.,Duplicate
9229,The two ladies are talking to a man on the street and the other two ladies are standing aside.,3 women are playing golf.,Conflict
9230,"A girl wearing a lime green shirt , jeans and bowling shoes is trying to knock down the last three pins.",A girl is bowling.,Duplicate
9231,A woman in a green dress is walking on a sidewalk while a man in a red shirt is standing beside a white car with the hood up.,The woman is cooking in the kitchen.,Conflict
9232,"A brunette , caucasian man stands in a long-sleeved shirt with his cuffs rolled up using a sizable music mixing machine by DX.",A guy is mixing music for his debut album.,Neutral
9233,A woman sewing a blanket together.,A woman is sewing a tampon.,Conflict
9234,Two young girls making upside down cupcake shapes in the sand.,"The girls are outside , playing in the sand.",Duplicate
9235,The girl in pink does a midair leg splits.,The girl in pink is flexible.,Duplicate
9236,A man on a cellphone walking past four signs that all say ``.,NEVER SLEEP AGAIN '' A person walking while talking on a cellular device..,Duplicate
9237,A young boy with brown hair rides a ride at olympic park with the number 2 written on it.,A young boy on a ride at the park.,Duplicate
9238,A staged sword fight exhibition with a guy drinking beer in the background.,The man throws beer on the sword fighters.,Conflict
9239,A man sitting outside with bags and a camera.,The man is on a cloud taking pictures with his shoes.,Conflict
9240,A football player runs with a football across a field with team members and opponents in background.,The football player with the football is shorter than his teammates.,Neutral
9241,A man biking through the wilderness.,A man mountainbiking in a forest.,Neutral
9242,Horses with jockeys participate in a race.,Jockeys with horses race in front of a huge crowd,Neutral
9243,Men are waiting near a store that sells rugs.,The tourists are checking the prices of the rugs.,Neutral
9244,Three girls jumping on a trampoline.,There are at least three people jumping.,Duplicate
9245,A person carrying a large bag of food.,The person appears to be struggling under the weight of the bag.,Neutral
9246,Dog catching Frisbee.,The cat is playing with a ball.,Conflict
9247,A couple are paying their fare at the front of a bus.,Two people have just entered the bus.,Neutral
9248,A man in a blue unbuttoned shirt is walking through a local street market that is selling various fabrics.,The man is sitting in the shade.,Conflict
9249,A young lady being comforted by a man after she has seen something sad and it has made her cry.,The woman is laughing.,Conflict
9250,A military official showing a video from a digital camera to a young boy.,The boy is watching the video.,Duplicate
9251,A woman in a coat and scarf behind a white railing.,the woman is wearing a red scarf,Neutral
9252,A soccer player wearing blue jumps in the air.,A sportsman in blue is jumping.,Duplicate
9253,Villagers celebrating a holiday in the street while wearing festive clothing.,The villagers are celebrating Christmas.,Neutral
9254,Two people are hugging and one is wearing a pink-hooded stretch top.,Two people are showing affection.,Duplicate
9255,"Two kids , one boy and one girl and in the girls bedroom with dolls playing ` tea party '.","Two dolls have a tea party alone , with no supervision.",Conflict
9256,A man with a mustache eats a strawberry.,A woman eats a raspberry.,Conflict
9257,Someone casts a fishing line into a body of water.,Fish are biting at a nearby lake.,Neutral
9258,Two garbage trucks in a parking lot with a man leaning on the front of one of the trucks.,The man is indoors,Conflict
9259,A man is standing outside tugging on a large rope.,The man is pulling the rope.,Duplicate
9260,"Four women , two with id badges.","Four women , two with police badges.",Conflict
9261,A guy smoking a cigarette while looking over fossils and possibly bones that were found.,There is a man smoking a cigarette.,Duplicate
9262,A woman passing by the shore.,A woman passing the sea shore.,Neutral
9263,The pitcher releases his throw during a packed baseball game.,The pitcher is throwing a white baseball.,Neutral
9264,"Emergency medical crews , firefighters , and police officers at the scene of a car accident.",Firefighters causing an accident.,Conflict
9265,A brown cow jumps near a black one as a dog herds them.,Cows are being rounded up to be sold.,Neutral
9266,A woman 's hands are shown applying black-colored nail polish over an existing layer of gray-colored polish.,A women is doing her nails because she wants a new style.,Neutral
9267,A well-dressed man is holding a saxophone and walking in front of a piano.,The man is in a band.,Neutral
9268,An African male is offering fruit to someone.,The male gives someone a vegetable.,Conflict
9269,Three young men are celebrating together in public.,A celebration among three people is taking place.,Duplicate
9270,A man sitting cross-legged in a field.,A man is washing dishes at home..,Conflict
9271,A lady looking across a busy street.,the lady is sleeping.,Conflict
9272,"Children at maybe , at their School , or maybe , a Field trip.",The children are home eating dinner with their parents.,Conflict
9273,A boy is running into the yard where all the pigeons are and scaring them off.,The boy is yelling at the birds.,Neutral
9274,"A male leans against the green seat that a female is sitting in , and they both grin at one another.",A man and woman smiling at each other.,Duplicate
9275,A man fixes his bicycle beside a road.,There is a man and a bike.,Duplicate
9276,A man in a blue unbuttoned shirt is walking through a local street market that is selling various fabrics.,A man is wearing a shirt.,Duplicate
9277,The man is drinking beer while the other one eats chips.,The sad man is drinking beer while the other one eats chips.,Neutral
9278,"A skier poses on the side of the snowy slope of a mountain , located besides a crystal blue lake.",A skier is posing in a nice looking location.,Duplicate
9279,"Young men and women sit at a wooden table on which several partially-drunk beverages have been placed ; the picture is interrupted by an outstretched hand , colored green in the odd light of the wood-paneled interior.","Young men and woman are having a drink in a tavern together , someone else is just beginning to walk past them.",Neutral
9280,Three men in a fishing boat on a river in Africa.,men fishing on river,Neutral
9281,People dressed in red pants wearing yellow gloves hold bright fireworks suspended on long poles.,Several people are holding something in their hands.,Duplicate
9282,A man with a white shirt on with gray strips is sitting at a table eating and drinking wine.,the man is grilling catfish,Conflict
9283,A man playing a round of golf at the golf course.,A man is playing soccer.,Conflict
9284,A younger woman and older man are running on treadmills next to each other.,The runners are wearing headbands.,Neutral
9285,Four people are jumping on a snowy hilltop.,Four people are happily humping on a hilltop of accumilation.,Neutral
9286,A man in a cowboy hat is kissing a little girl on the cheek.,A man kissing a little girl on the hand.,Conflict
9287,A yellow New York cab drives past a woman with an umbrella.,The cab driver is going home after a long day at work.,Neutral
9288,"A young man , wearing a red baseball cap backwards with a pen hanging from it , looks ahead with a candid expression.",A man wears a baseball hat in a baseball dugout.,Neutral
9289,"A man , woman and dog are walking down a street lined with shops.",The man and woman are married,Neutral
9290,"An oriental woman wearing a black tunic , leggings and boots , stands outside a produce store.",A man is buying produce.,Conflict
9291,Together jumping off a rock into the water.,Two friends are jumping off of a rock.,Neutral
9292,A man skateboarding in front of graffiti.,There is a guy skateboarding outside.,Duplicate
9293,a father and his daughter are playing musical instruments.,A man and a child are playing music.,Duplicate
9294,"A boy , midair , after jumping off of a small dirt hill.",The boy is under the age of 20 years old.,Duplicate
9295,Two people in protective gear welding.,Three people in protective gear welding.,Conflict
9296,Number 97 races his motorcycle while wearing his black and red outfit.,Number 97 races his motorcycle while wearing a green and yellow outfit.,Conflict
9297,A young girl prepares to kick a pink soccer ball.,the girl likes soccer,Neutral
9298,A truck that sells beach equipment is parked.,A truck moving faster and faster.,Conflict
9299,A young woman on a boat in a light colored bikini kicks a man wearing a straw cowboy hat.,The woman is mad at the man.,Neutral
9300,Women walking down sidewalk as man lean against building.,Women walk to the bar.,Neutral
9301,A laughing child is holding a water gun and getting sprayed with water.,A child gets sprayed.,Duplicate
9302,A muscular man arches backwards while supported by a black chord which wraps around his body.,A man is sitting down to untie a rope.,Conflict
9303,The young women in the red and white Broncos uniform slid on the grass as she caught the yellow softball.,the women in red and white,Duplicate
9304,A person sits with their back to a column while another person sits on nearby steps leading down.,The person is exhausted.,Neutral
9305,A man approaches a woman in bridal gown who is standing in the street with 7 other girls.,A wedding party is talking to each other.,Neutral
9306,"Children in flamboyant red , white , and gold costumes dancing in a parade.",The children are in a a parade.,Duplicate
9307,Two men with helmets sit in front of their scooter.,There are people wearing protective gear.,Duplicate
9308,A chef wearing white and black -LRB- and a white chef hat -RRB- lifting a spoon full of his newly concocted soup from a large stainless steel pot.,A chef is holding up a spoon of soup near a big pot while wearing a chef hat.,Duplicate
9309,A dog climbing a steep dirt hill.,The dog is going up a hill.,Duplicate
9310,A native american indian playing a musical instrument on a stage.,An Indian is playing music in the wild.,Conflict
9311,Two girls are dancing and one has paper in her hand.,the girls are making cookies at grandmas,Conflict
9312,two men one in a safety bucket and the other on the roof are fixing a sign.,There 's more than one individual shown here.,Duplicate
9313,Two men carry out daily tasks in a food market.,Two men are buying chicken for dinner.,Neutral
9314,A woman in a yellow dress is walking passed a man in a blue shirt who is hunched over sitting on a bench.,A man in a blue shirt hunches up as he sits on a bench.,Duplicate
9315,A group of people walk past buildings under construction.,People are walking in an empty field.,Conflict
9316,Two dogs run across stones near a body of water.,The dogs are asleep,Conflict
9317,"Two women and a child in an art gallery , the child is taking a photograph.",people are eating,Conflict
9318,"Three kids practice martial arts , one has a yellow belt , on a red belt and the other a white belt.",Three Kids are fighting on a Bus.,Conflict
9319,A man in a striped shirt and blue jeans asleep on a stoop.,A tall person in a shirt,Neutral
9320,A crowd of people with one person on skates facing the opposite of everyone.,Everyone is waiting for the bus.,Conflict
9321,Boy sweeping trash away from a shrine.,A boy is sweeping.,Duplicate
9322,Three women leaning on the edge of a pool with a fourth female in the processes of jumping over them.,The woman are at a bar drinking wine.,Conflict
9323,A large truck is parked in the grass.,The truck is parked in the grass.,Duplicate
9324,"A young woman in black is standing in front of a wall with writing , she is holding something in her right hand.",A woman is teaching a class.,Neutral
9325,A crowd of people watching two people doing karate.,It is a three way spar.,Conflict
9326,People are standing by a man with a painted face.,The man is a clown.,Neutral
9327,Three people walk past a tourist attraction behind a wrought iron fence.,The three people are exercising.,Neutral
9328,People are standing around a prediction machine.,people waiting for a prediction.,Neutral
9329,Two dogs running through the grass.,A male and female dog are racing each other.,Neutral
9330,A man sitting at a picnic table with a tray and partially consumed beer in front of him.,A man has a beer outside.,Duplicate
9331,A man wearing a black backwards hat and a gray shirt with a large ear gauge walks through a fish market.,A man in black will buy some fish.,Neutral
9332,"A woman wearing heavy makeup stands in front of a store with a neon sign saying , `` Red Light.",'' A woman is in front of a store.,Duplicate
9333,Two children bury a third in the sand.,The children are happy.,Neutral
9334,"A lady in a red coat , holding a bluish hand bag likely of asian descent , jumping off the ground for a snapshot.",A woman poses for a photo.,Duplicate
9335,Two men sit around a shiny grill.,two younger men sit around a grill,Neutral
9336,"A boy from another country is being photographed by a tourist , and he does n't know what to make of it.",A tourist photographs a child.,Duplicate
9337,A man in a black shirt and jeans walks beside a woman in black pants and a flowery shirt in front of a refreshment stand with others walking nearby.,A man and woman sit in the park.,Conflict
9338,Two women are sitting at a table with a microphone.,Two women are sitting.,Duplicate
9339,A dog is jumping through hoops held by people.,A dog competing for best in show by doing tricks outdoors.,Neutral
9340,"A woman in a white sweater looks at three types of lamps in an art display , while a man with a shaved head looks on in shadow.",A woman is admiring art.,Duplicate
9341,Two African men are digging dirt out of a cauldron and into a larger pile.,Two black men are working.,Duplicate
9342,A man standing in a rock watching the river and beautiful surroundings.,a man watching tv,Conflict
9343,A baseball player is sliding in to home plate while the catcher tries to tag him and the umpire and batter watch.,the player is dribbling the soccer ball,Conflict
9344,A child with a pacifier in its mouth is sitting in a suitcase.,A kid is inside of an open container.,Duplicate
9345,Two children climb a rock wall as two people watch carefully.,Two children are outside.,Duplicate
9346,A little girl packed and going somewhere.,A girl.,Duplicate
9347,"This little baby girl dressed whimsically in striped pantaloons is pictured so that one must ask which is bigger , her feet or her sleepy smile.",A baby girl with big feet eats pudding.,Conflict
9348,A dog leaps over a red and blue jump.,The dog is leaping far.,Neutral
9349,"Two dark-haired people are seated on a bench reading magazines , and looking around.",two people are reading magazines on a bench,Duplicate
9350,"A blond girl with a ponytail and white sweater is sitting at a desk with a laptop , while looking down at the black binder on her lap.",A blonde girl with a ponytail is wearing a sweater while sitting at a desk with a binder on her lap to study for college.,Neutral
9351,A man playing a plastic flute while a seagull looks on.,A man plays the flute.,Duplicate
9352,A person is jumping in the air in the center of a roadway.,Person sitting in the roadway,Conflict
9353,A foreign lady is driving a truck and she looks pretty happy.,The woman rides her motorcycle.,Conflict
9354,"A girl in a blue dress , wearing a blue sweater , hanging out in a tree.",A girl has just fallen off a tree.,Conflict
9355,View through an alley of pedestrians passing by.,People are walking outside.,Duplicate
9356,A man is a colorful geometric striped shirt is holding something in his hand while standing in a kitchen with a woman behind him.,a man is standing,Duplicate
9357,Three workers hold buckets and crouch on beams with a view of a town below them.,some people work and hold stuff,Duplicate
9358,A man in a tan jacket and blue jeans is riding a bicycle.,Two females in blue jeans are riding a bicycle.,Conflict
9359,Audience at an event with the stage lights as the backdrop.,An audience slaps the stage angrily.,Conflict
9360,Pair of women holding umbrellas walking down a street in wet weather.,Two women are outside in the rain.,Duplicate
9361,A dog is running in water with a red stick in its mouth.,A dog getting wet.,Duplicate
9362,A man is standing under a tent playing a guitar.,A man is playing a guitar at a festival.,Neutral
9363,Two young girls are having a snowball fight.,Young girls playing on snow,Neutral
9364,A man in a hat and shorts is raising an axe above his head and standing near a wooden structure.,A man is wielding an axe near a wooden structure.,Duplicate
9365,An artist crating some stone art for tourist.,street artist peddles his wears,Neutral
9366,a little girl blows out her candles.,A girl blows.,Duplicate
9367,Large brown dog playing with a chew toy on the grass.,The dog is sleeping,Neutral
9368,"A woman and a gray-bearded man lean on a curved railing , looking into the distance , while two women in the background have a conversation.",The four people are outdoors.,Neutral
9369,A woman at a restaurant eating a dish of food.,A woman is eating out.,Duplicate
9370,Three people sitting on a bus next to each other.,A group of people are taking a cab to the airport.,Conflict
9371,A little boy falls asleep while reading The Da Vinci Code.,A boy falls asleep reading a book that bores him.,Neutral
9372,A man and woman are washing dirty dishes inside a kitchen.,There is a man and a woman in this picture,Duplicate
9373,A young girl in an orange dress is marching along with clowns behind her.,The clown all have face paint on.,Neutral
9374,The couple is standing by the railing overlooking the water.,The couple is seated on the floor by a roaring fire.,Conflict
9375,An athlete races down the track in his bike.,The person is Lance Armstrong.,Neutral
9376,The black dog catches a toy in its mouth while running in the field.,The black dog catches a frisbee in its mouth while running in a field.,Neutral
9377,A large group of people are gathered around two trains on the railroad.,A group of people are near a couple of trains.,Duplicate
9378,A man wearing a white shirt and red shorts is getting ready to kick a football.,A man is playing football.,Duplicate
9379,A line forms outside a mobile sharping truck with various items in hand.,People are hoping that something happens.,Neutral
9380,The fire is keeping these people warm.,The people are freezing because there is no fire.,Conflict
9381,"Three young children play in the hay , throwing some at the camera.",Three children play a game of catch with a football in the street.,Conflict
9382,A man and woman enjoy a ride down the rapids on a warm day.,A man and woman are in a raft in the water.,Duplicate
9383,A woman with a black dress and sunglasses juggling lemons outdoors.,A woman is being pelted with lemons from the skies.,Conflict
9384,A group of old men playing chess in a pool.,"The men are trying to beat the hot , summer heat and still play chess , hence playing chess in the pool",Neutral
9385,An adorable little boy in a long-sleeved t-shirt and baseball cap is enjoying playing in some leaves.,The boy is outside.,Duplicate
9386,"A man helps a runner who has fallen , up from the ground.",A runner fell to the ground and was helped up by a man.,Duplicate
9387,Two men and a woman have passed through a gate carrying briefcases and bags.,People are holding a sign at a gate.,Conflict
9388,Boys play cricket on a field.,Boys play a game.,Duplicate
9389,An animal running through the sand at the beach.,The animal is outside,Duplicate
9390,Man looking out the window of a train.,A man is in a train.,Duplicate
9391,This boy in the striped shirt is putting a strainer on top of his head.,Boy putting a yellow strainer on his head.,Neutral
9392,"Caucasian male , wearing a red and white cap , black leather jacket , with a blue sweater underneath , smiling and giving a thumbs up , while holding a green can of beer.",The guy does not have something on his head.,Conflict
9393,A woman cyclist in a shirt wearing a bike helmet waits with a child passenger at a stop with another woman cyclist wearing a blue shirt and black pants.,Two women are riding their bikes to a lunch date.,Neutral
9394,a young man wearing a backpack and sunglasses is walking towards a shopping area.,A man walks near a store,Duplicate
9395,A man in a suit looks at a woman in a dress.,A businessman is looking at a woman to try and flirt with her.,Neutral
9396,Two young women walk side by side with a large group of people in the background.,Two women are apart of a march.,Neutral
9397,"A woman , wearing a dark top and jeans , gets down on her knees in the sand to get a better shot with her camera.",a woman in clothes,Duplicate
9398,A person is sitting and catch his hairs in his hand.,A person is sitting,Duplicate
9399,A woman in a polka dot shirt washing colorful clothes in a wide flat pan.,The woman is doing laundry.,Duplicate
9400,People picking up trash in the park.,The people are sitting around at a park doing nothing.,Conflict
9401,"Four men , dressed in white overall suits that prevent infection , are in a room with mechanical equipments and a ladder.",They are being safe.,Neutral
9402,A man in a gray coat speaks into a microphone.,The microphone is not working.,Neutral
9403,A young girl in a cast is diving into a pool.,A young girl has a bag over her cast for swimming.,Neutral
9404,People sitting in a vehicle.,Five people sitting.,Neutral
9405,A referee presides over a female roller derby game.,There is a referee at the roller derby game.,Duplicate
9406,Two workers in reflective vests are taking a break and sitting down.,The workers are taking a break and sitting down.,Duplicate
9407,A man is watching a ship head out to sea.,The man missed his cruise ship.,Neutral
9408,People are walking around and a woman leans on a baby carriage while a large crowd is seen in the background.,a womans baby wont stop crying because of all the people,Neutral
9409,A team of dogs is pulling a dog sled.,Dogs pull a dog sled.,Duplicate
9410,"Three boys in a skate park , two sitting and watching the third boy with a white t-shirt , brown pants and red rollerblades sliding down a rail.",The guys are at the park.,Duplicate
9411,Two volleyball players dressed in red and white about to hit a volleyball.,Two players in red and white are playing volleyball.,Neutral
9412,A white swan is skimming across the surface of the water.,The swan is swimming towards it 's nest.,Neutral
9413,A man checks the rear tire of a bike which is packed with gear.,A woman is dressing her child.,Conflict
9414,"Two women and one man in a paved courtyard are examining a fat , yellow envelope and a yellow bucket.",Three people are meeting for coffee.,Conflict
9415,People gather at an event outside on a street with tents.,The people gather at the event,Duplicate
9416,A lady wearing a headset and a microphone talking on the phone and standing next to a light pole waiting to cross the street.,A reporter is doing a story on jaywalking in the city.,Neutral
9417,Two girls playing on parallel bars at the playground.,Two brothers are fighting at school.,Conflict
9418,A trained police dog sits next to his handler in front of the police van.,A police dog and his handler are waiting next to a police van.,Duplicate
9419,A dog with his eyes bulging out runs in front of another running dog.,Two cats are lounging on a bed.,Conflict
9420,A smiling lady is skiing in extremely cold weather.,A man skiing,Conflict
9421,Three children standing near huts.,Three children close by a hut.,Duplicate
9422,"Nine people are dressed like mimes , with white makeup on their faces , four are playing musical instruments.","Of the several people dressed like mimes , four of them are playing muscial instruments.",Duplicate
9423,Four young boys are running down a sidewalk.,Boys are running.,Duplicate
9424,A girl standing in the ocean.,She can touch the bottom of the ocean with her feet..,Duplicate
9425,A group of people wearing red shirts and holding drums is being photographed at the boardwalk.,People are wearing blue shirts and eating drums sticks.,Conflict
9426,A woman with braided hair is laughing with a man in a red shirt.,A man and a woman are on a date.,Neutral
9427,An old man with long hair playing the trumpet.,A trumpet player is playing requests from listeners.,Neutral
9428,A dark-skinned man handing someone his phone.,The man has dark skin.,Duplicate
9429,Children playing on a playground.,Kids are playing outdoors.,Duplicate
9430,A man looking over the balcony of a modern building.,A man is staring over the balcony of a modern building,Duplicate
9431,Man in a japanese outfit sits with his legs in water.,"Man sitting with his legs in water , is wearing a japanese outfits",Duplicate
9432,The young girl in a pink outfit and the seated man both look are looking away.,The girl is dressed up,Neutral
9433,A little girl with a pink headband is riding a horse past a fence.,the girl is riding horseback by the fence,Duplicate
9434,A man is standing on a scaffolding doing some work.,A man does work on some scaffolding,Duplicate
9435,A large bearded man flips a crepe or omelet in midair with his frying pan.,A man with no facial hair is shaving his head,Conflict
9436,The man in the clown costume and hat is riding a bike.,The ex-con clown loves riding his bike..,Neutral
9437,Asian man and his two male children trying to teach his children how to bowl.,A father and his boys are enjoying an outing together.,Neutral
9438,A man wearing glasses sits in the backseat of a car and plays a guitar while looking out the window.,A man sat down in the back of a red car and played guitar for his girlfried.,Neutral
9439,A person with gray hair is painting in a public place surrounded by others who are also painting.,A person is enjoying the company of other artists in a public place.,Neutral
9440,A runner is being handed a water bottle from a woman in a teal jacket holding an umbrella.,A woman hands a man a waterbottle.,Duplicate
9441,Orange building in the woods surrounded by trees with white dog running away from it.,animals escape from veterinary hospital,Neutral
9442,2 kids are jumping on the beach.,There is a boy.,Neutral
9443,A child is grabbing dough from a cutting board.,A kid is grabbing dough,Duplicate
9444,A young boy standing in front of a red harvester loading grain into a red dump truck.,The young boy is intently watching the harvester.,Neutral
9445,A group of children parade with a rainbow flag and multicolored balloons.,Children are in a parade.,Duplicate
9446,A child in a all pink outfit climbs on a playground toy full of other children.,A group of children are on a playground.,Duplicate
9447,A woman in pink is standing alone in the middle of the street.,a lady in pink is in the street,Duplicate
9448,A young girl relaxing and reading a book.,The girl is reading a mystery novel.,Neutral
9449,Two guys fixing power lines of the city.,Two guys enjoy relaxing by the pool.,Conflict
9450,Little boy playing with a yellow tonka truck on a dark wood floor next to a dog.,The floor is made of dark wood.,Duplicate
9451,A man in a black suit with a gray overcoat stands in front of books facing a group of children sitting on the floor.,A man teaching something to the kids from a books who are seated on the fllor,Neutral
9452,A man lies down and rests his head on a pillow between two rows of white columns.,A man is laying vertically.,Duplicate
9453,An older woman sits next to a small girl who is wearing a striped dress.,"Two females , years apart in age , sit next to each other.",Duplicate
9454,Woman and dog do Frisbee tricks as crowd watches in baseball stadium.,Woman and dog do tricks at a baseball game.,Neutral
9455,"A lot of bike riders , must be a relay Race.",Bikers are together.,Duplicate
9456,A man kneeling on the street in front of a graffiti laden car and some poster boards with artwork on them.,A man is near graffiti.,Duplicate
9457,A doll and a dog lying in the back of a red car.,A dog 's leash is tied to a pole next to the car.,Conflict
9458,Biker in muddy orange shirt riding blue racing bike.,The rider gets splashed with mud as he races toward the finish line..,Neutral
9459,A young boy dives for a ball near a soccer goal.,The young boy dove for the ball for practice.,Neutral
9460,A group of restaurant workers and a large copper bowl.,A single restaurant worker and a large copper bowl,Conflict
9461,Several men are inside a store among stocked shelves and many bags of grains.,People are working in a Kroger.,Neutral
9462,A man in a black ball cap skateboarding down a metal railing.,A man is skateboarding.,Duplicate
9463,A security officer uses her radio.,A crowd waits for fresh bread at a bakery.,Conflict
9464,A blond man carrying a red bag and a messenger bag is standing next to a pole outside Cafe de Flo.,A man is tossing a ball around.,Conflict
